960	4	2025-07-04T08:00:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
966	4	2025-07-04T08:30:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1083	4	2025-07-04T18:15:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
1089	4	2025-07-04T18:45:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1089	2	2025-07-04T18:45:00.000	{4206,5196,4221,5745,3767,1107,1234,9600,1965}
1090	2	2025-07-04T18:50:00.000	{1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778,2776,2705,2706,7131,2703,2702,956,2722,2720,2721,7939,8068,2493,2795,7903,7938,285,5276,8070,376,303,6455,7932,7270,7269,6818,6153,8704,5792,5793,3005,3204,6100,3138}
1096	2	2025-07-04T19:20:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1235	0	2025-07-05T06:55:00.000	{1683,6750,9954,6059,2689,6535,9953,2688,7160,6625,658,2698,1631,2704,2777,957,6617,5338,3799,7130,2778,2776,2705,2706,7131,2703,2702,956,2722,2720,2721,7939,8068,2493}
1241	0	2025-07-05T07:25:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,2698,658,6625,7160,2688}
1245	1	2025-07-05T07:45:00.000	{9860,9759,894,2446,882,6937,10240,3693,1906,1907,1921,10239,1917,1690,10176}
1246	2	2025-07-05T07:50:00.000	{4206,5196,4221,5745,3767,1107,1234,9600,1965}
1246	1	2025-07-05T07:50:00.000	{10176,895,6776,2314,5300,5299,5298,1546,10623,7830,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778,2776,2705,2706,7131,2703,2702,956,2722,2720,2721,7939,8068,2493,2795,7903,7938,285,5276,8070,376,303,6455,7932,7270,7269}
1247	2	2025-07-05T07:55:00.000	{1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778,2776,2705,2706,7131,2703,2702,956,2722,2720,2721,7939,8068,2493,2795,7903,7938,285,5276,8070,376,303,6455,7932,7270,7269,6818,6153,8704,5792,5793,3005,3204,6100,3138}
1248	4	2025-07-05T08:00:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
1252	1	2025-07-05T08:20:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1253	2	2025-07-05T08:25:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1253	1	2025-07-05T08:25:00.000	{3796,3984,7830,10623,1546,5298,5299,5300,2314,6776,895,10176,1690,1917,10239,1921,1907,1906,3693,10240,6937,882}
1254	4	2025-07-05T08:30:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1371	4	2025-07-05T18:15:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
1377	4	2025-07-05T18:45:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1384	2	2025-07-05T19:20:00.000	{4206,5196,4221,5745,3767,1107,1234,9600,1965}
1385	2	2025-07-05T19:25:00.000	{1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778,2776,2705,2706,7131,2703,2702,956,2722,2720,2721,7939,8068,2493,2795,7903,7938,285,5276,8070,376,303,6455,7932,7270,7269,6818,6153,8704,5792,5793,3005,3204,6100,3138}
1391	2	2025-07-05T19:55:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1523	0	2025-07-06T06:55:00.000	{1683,6750,9954,6059,2689,6535,9953,2688,7160,6625,658,2698,1631,2704,2777,957,6617,5338,3799,7130,2778,2776,2705,2706,7131,2703,2702,956,2722,2720,2721,7939,8068,2493}
1529	0	2025-07-06T07:25:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,2698,658,6625,7160,2688}
1536	4	2025-07-06T08:00:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
1542	4	2025-07-06T08:30:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1659	4	2025-07-06T18:15:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
1665	4	2025-07-06T18:45:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1665	2	2025-07-06T18:45:00.000	{4206,5196,4221,5745,3767,1107,1234,9600,1965}
1666	2	2025-07-06T18:50:00.000	{1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778,2776,2705,2706,7131,2703,2702,956,2722,2720,2721,7939,8068,2493,2795,7903,7938,285,5276,8070,376,303,6455,7932,7270,7269,6818,6153,8704,5792,5793,3005,3204,6100,3138}
1672	2	2025-07-06T19:20:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1824	4	2025-07-07T08:00:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
1830	4	2025-07-07T08:30:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1947	4	2025-07-07T18:15:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
1953	2	2025-07-07T18:45:00.000	{4206,5196,4221,5745,3767,1107,1234,9600,1965}
1953	4	2025-07-07T18:45:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
1954	2	2025-07-07T18:50:00.000	{1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778,2776,2705,2706,7131,2703,2702,956,2722,2720,2721,7939,8068,2493,2795,7903,7938,285,5276,8070,376,303,6455,7932,7270,7269,6818,6153,8704,5792,5793,3005,3204,6100,3138}
1960	2	2025-07-07T19:20:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
2112	4	2025-07-08T08:00:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
2118	4	2025-07-08T08:30:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
2235	4	2025-07-08T18:15:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
2241	4	2025-07-08T18:45:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
2400	4	2025-07-09T08:00:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
2406	4	2025-07-09T08:30:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
2523	4	2025-07-09T18:15:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
2529	2	2025-07-09T18:45:00.000	{4206,5196,4221,5745,3767,1107,1234,9600,1965}
2529	4	2025-07-09T18:45:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
2530	2	2025-07-09T18:50:00.000	{1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778,2776,2705,2706,7131,2703,2702,956,2722,2720,2721,7939,8068,2493,2795,7903,7938,285,5276,8070,376,303,6455,7932,7270,7269,6818,6153,8704,5792,5793,3005,3204,6100,3138}
2536	2	2025-07-09T19:20:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
2688	4	2025-07-10T08:00:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
2694	4	2025-07-10T08:30:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
2811	4	2025-07-10T18:15:00.000	{1695,3764,9624,1107,1234,9600,1965,7831,3984,3796,571,1631,2704,2777,957,6617,5338,3799,7130,2778}
2817	4	2025-07-10T18:45:00.000	{2336,6087,2879,6085,2929,2928,4309,4310,3138,6100,3204,3005,5793,5792,8704,6153,6818,7269,7270,7932,6455,303,376,8070,5276,285,7938,7903,2795,2493,8068,7939,2721,2720,2722,956,2702,2703,7131,2706,2705,2776,2778,7130,3799,5338,6617,957,2777,2704,1631,571,3796}
